201304121330112UF212UF1,04-12-2013,13:30,14:45,12UF2,Lost Mt. Field #1,Game,12UF1,,
201304121345215F515F4,04-12-2013,13:45,15:00,15F5,Lost Mt. Field #2,Game,15F4,,
201304121400310UF410UF10,04-12-2013,14:00,15:15,10UF4,Lost Mt. Field #3,Game,10UF10,,
201304121300414US214US4,04-12-2013,13:00,14:00,14US2,Lost Mt. Field #4,Game,14US4,,
20130412130058U88U5,04-12-2013,13:00,14:00,8U8,Lost Mt. Field #5,Game,8U5,,
2013041418151SS2SS1,04-14-2013,18:15,19:15,SS2,Lost Mt. Field #1,Game,SS1,,
201304141815210UF210UF5,04-14-2013,18:15,19:30,10UF2,Lost Mt. Field #2,Game,10UF5,,
20130414181538U18U6,04-14-2013,18:15,19:15,8U1,Lost Mt. Field #3,Game,8U6,,
20130414181548U118U2,04-14-2013,18:15,19:15,8U11,Lost Mt. Field #4,Game,8U2,,
20130414181558U128U9,04-14-2013,18:15,19:15,8U12,Lost Mt. Field #5,Game,8U9,,
2013041419151SRS3SRS1,04-14-2013,19:15,20:15,SRS3,Lost Mt. Field #1,Game,SRS1,,
201304141915210UF110UF10,04-14-2013,19:15,20:30,10UF1,Lost Mt. Field #2,Game,10UF10,,
201304141915315F615F1,04-14-2013,19:15,20:30,15F6,Lost Mt. Field #3,Game,15F1,,
201304141915412US312US2,04-14-2013,19:15,20:30,12US3,Lost Mt. Field #4,Game,12US2,,
201304141915510UF610UF7,04-14-2013,19:15,20:30,10UF6,Lost Mt. Field #5,Game,10UF7,,
201304142015419US519US3,04-14-2013,20:15,21:15,19US5,Lost Mt. Field #4,Game,19US3,,
201304151815112UF712UF5,04-15-2013,18:15,19:30,12UF7,Lost Mt. Field #1,Game,12UF5,,
2013041518152SS4SS5,04-15-2013,18:15,19:15,SS4,Lost Mt. Field #2,Game,SS5,,
20130415181538U128U3,04-15-2013,18:15,19:15,8U12,Lost Mt. Field #3,Game,8U3,,
20130415181548U48U7,04-15-2013,18:15,19:15,8U4,Lost Mt. Field #4,Game,8U7,,
